Firm.Name,City,State,Firm.Number,Registration.Date,Expires,Type of Business,Last.Updated,Board Order
"Victor Jones, CPA",Seattle,WA,51119,11/08/2021,07/06/2022,Sole Proprietorship,,
Clear Accounting LLC,Oak Harbor,WA,51416,01/04/2022,12/28/2023,Limited Liability Company,,
"Tricia Delles, CPA",Lynnwood,WA,52262,05/26/2022,06/30/2028,Sole Proprietorship,,
"Victor Jones CPA, P.C.",Seattle,WA,52416,07/06/2022,06/30/2025,Professional Corporation,,
Campbell & Associates CPAs PLLC,Bonney Lake,WA,52532,07/26/2022,02/14/2024,Limited Liability Company,,
JMBC,Auburn,WA,3773,09/02/1997,06/30/2025,Sole Proprietorship,,
"DAVE HOPPES, CERTIFIED PUBLIC ACCOUNTANT",DAVENPORT,WA,4592,08/28/2003,06/30/2027,Sole Proprietorship,,
"RICHARDS GROUP, PS",Puyallup,WA,4595,09/16/2003,06/30/2027,P.S. Corporation,,
"VAVRINEK, TRINE, DAY & CO., LLP",RANCHO CUCAMONGA,CA,5725,02/21/2012,07/01/2021,Limited Liability Company,,
"LW TAX & ACCOUNTING SERVICES, INC.",Bellevue,WA,5719,02/07/2012,06/30/2027,Corporation,,
M. CLOUTIER CPA PLLC,Blaine,WA,47612,02/10/2012,06/30/2027,Limited Liability Company,,
RICHARD CRATSENBERG CPA,TACOMA,WA,47613,02/10/2012,03/19/2021,Sole Proprietorship,,
"PERKINS, DERDOWSKI & ASSOCIATES, PLLC",Clive,IA,5722,02/13/2012,03/19/2024,Limited Liability Company,,
MEI LEI CPA INC,Bellevue,WA,47701,11/05/2012,06/30/2027,Corporation,,
"WGN, PS",Seattle,WA,3301,02/08/1995,06/30/2028,P.S. Corporation,,
"LINDA DETMERS, CPA",Vancouver,WA,3118,02/11/1994,06/30/2024,Sole Proprietorship,,
"ABBOTT & CO., PC",REDMOND,WA,1642,06/09/1988,06/30/2024,P.S. Corporation,,
"ANDERSON PERETTI & CO., PS",Spokane Valley,WA,662,04/20/1984,06/30/2027,P.S. Corporation,,
"BILL SCHANZENBACH, CPA",Chewelah,WA,492,03/19/1984,12/23/2021,Sole Proprietorship,,
"SCHMITZ & ASSOCIATES, PS",Bellevue,WA,2559,05/02/1991,06/30/2025,P.S. Corporation,,
"NELSON & COMPANY, PS, CPA'S",FIRCREST,WA,2414,11/20/1990,06/30/2024,P.S. Corporation,,
"VWC, P.S.",Kirkland,WA,165,09/20/1974,06/30/2027,P.S. Corporation,,
"D. R. GARDNER, CPA, PS",SHELTON,WA,43490,07/27/1984,01/31/2020,P.S. Corporation,,
"LESLIE KELLER, CPA",KIRKLAND,WA,1899,04/12/1989,06/30/2028,Sole Proprietorship,,
"GREENWAY & COMPANY, PS",EDMONDS,WA,108,10/22/1982,06/30/2027,P.S. Corporation,,
"DONALD RODMAN, PS",Spokane Valley,WA,1469,07/03/1987,06/30/2025,P.S. Corporation,,
"WILLIAM B. JACOBS, CPA",LACEY,WA,527,03/26/1984,10/27/2022,Sole Proprietorship,,
"RICHARD J. KOOPMANS, INC., PS",Surprise,AZ,2268,05/02/1990,06/30/2027,P.S. Corporation,,
LAKE KENNEDY MCCULLOCH CPA'S PS,Vashon,WA,1901,04/17/1989,06/30/2025,P.S. Corporation,,
PENNY BROWN CPA,Spokane,WA,4214,09/27/2000,06/30/2024,Sole Proprietorship,,
"DEBBIE MAINE, CPA",Spokane,WA,4613,10/24/2003,06/30/2027,Sole Proprietorship,,
TAMARACK TAX AND CONSULTING LLC,Cashmere,WA,6704,01/12/2021,06/30/2027,Limited Liability Company,,
"MAKING CENTS, INC.",RENTON,WA,48417,07/13/2018,04/17/2020,Corporation,,
"DICK T. WOO, CPA",SEATTLE,WA,720,04/24/1984,03/29/2022,Sole Proprietorship,,
GARY E. SWEAT,Hoquiam,WA,2626,09/11/1991,06/30/2028,Sole Proprietorship,,
"M&VW CPAS, PLLC",SNOHOMISH,WA,5117,11/15/2007,06/30/2022,Limited Liability Company,,
"DANNIBLE & MCKEE, LLP",SYRACUSE,NY,5306,07/14/2009,07/01/2021,Partnership,,
"FROST & CO., PS",LACEY,WA,160,05/01/1980,07/01/2021,P.S. Corporation,,
CAPSTONE CERTIFIED PUBLIC ACCOUNTANTS LLC,Bend,OR,51127,12/21/2021,06/30/2027,Limited Liability Company,,
"ANN K. TAYLOR, CPA",Issaquah,WA,47156,02/26/2009,06/30/2027,Sole Proprietorship,,
DIANE LEE CPA,Lynnwood,WA,5756,05/23/2012,06/30/2027,Corporation,,
SCOTT KINGSBURY,FEDERAL WAY,WA,48449,12/03/2018,07/01/2021,Professional Corporation,,
MY EDMONDS CPA PS,Edmonds,WA,3712,05/27/1997,06/30/2028,P.S. Corporation,,
"BREARD & ASSOCIATES, INC.",Northridge,CA,46870,07/05/2006,06/30/2021,Professional Corporation,,
KIRKPATRICK PRICE INC.,NASHVILLE,TN,50088,04/20/2021,06/30/2024,Corporation,,
"LOUGHRIN & COMPANY, PS",Edmonds,WA,3855,01/27/1998,06/30/2027,P.S. Corporation,,
GAYLON BOLEY CPA,MONTESANO,WA,47818,10/23/2013,06/30/2025,Sole Proprietorship,,
"ROBERT A. BLUME, CPA",SPOKANE,WA,2734,03/17/1992,06/30/2024,Sole Proprietorship,,
"HMA CPA, PS",Spokane,WA,4465,10/18/2002,06/30/2026,P.S. Corporation,,
"LIQIN YANG, CPA",Seattle,WA,55154,01/17/2024,06/30/2027,Sole Proprietorship,,
YUS CPA CORP.,Corona,CA,48034,01/26/2015,06/30/2024,Corporation,,
"Casey J. Moore, P.S.",Seattle,WA,53916,04/27/2023,06/30/2026,P.S. Corporation,,
"CARRIE J. LYON, CPA, PS",Carlsborg,WA,3913,04/27/1998,06/30/2024,P.S. Corporation,,
"Steven Burton CPA, PC",Poulsbo,WA,51117,11/01/2021,06/30/2027,P.S. Corporation,,
SHEPARD CPA,Cheney,WA,4761,10/27/2004,06/30/2025,Sole Proprietorship,,
"STEVEN C POHLMAN, CPA, LLC",MAPLE VALLEY,WA,48064,04/24/2015,06/30/2024,Limited Liability Company,,
HASKELL & WHITE LLP,Irvine,CA,6316,05/16/2016,06/30/2028,Limited Liability Partnership,,
KATO & CO.,BOTHELL,WA,1482,06/05/1987,06/30/2028,Sole Proprietorship,,
MCCORKLE & ASSOCIATES,Renton,WA,3867,02/17/1998,06/30/2027,P.S. Corporation,,
Friedman LLP,New York,NY,52554,08/02/2022,06/30/2025,Limited Liability Partnership,,
"The E-CPA Group, PLLC",Kirkland,WA,52558,08/08/2022,06/30/2025,Limited Liability Company,,
On The Point Tax,Bozeman,MT,50407,06/22/2021,06/30/2027,Sole Proprietorship,,
"EDILBERTO R. GOLLA, CPA",Seattle,WA,672,04/23/1984,06/30/2027,Sole Proprietorship,,
SPENCER CPA,Lakewood,WA,3929,05/15/1998,06/30/2027,Sole Proprietorship,,
"JANA W. HELMUTH, CPA",Seattle,WA,46978,06/12/2007,06/30/2028,Sole Proprietorship,,
"GUY W. DUNN, CPA, PS, INC.",Bainbridge Island,WA,4975,07/27/2006,06/30/2027,P.S. Corporation,,
"WEBB ACCOUNTANCY CORPORATION, P.S.",Leavenworth,WA,46879,07/27/2006,06/30/2027,P.S. Corporation,,
WATERFRONT CPA GROUP,Silverdale,WA,46885,08/17/2006,06/30/2027,Limited Liability Company,,
"SUSAN MARSHALL, CPA, PS",SPOKANE,WA,46886,08/17/2006,07/01/2021,P.S. Corporation,,
OLIVEIRA CPA,Auburn,WA,5182,08/13/2008,06/30/2026,Partnership,,
DAGNA PLLC DBA FULL POTENTIAL ACCOUNTING,Mill Creek,WA,5353,01/05/2010,06/30/2028,Limited Liability Company,,
"WARD & CO., PS",Seattle,WA,170,06/20/1977,06/30/2027,P.S. Corporation,,
LEAF & COMPANY PS,Bellevue,WA,6538,08/07/2018,06/30/2024,P.S. Corporation,,
Kevin Iverson CPA Inc,University Place,WA,50037,04/07/2021,06/30/2027,Corporation,,
Clint G McDermott CPA PLLC,Burlington,WA,50042,04/09/2021,06/30/2027,Limited Liability Company,,
"JONES & ASSOCIATES PLLC, CPAS",Shoreline,WA,5063,05/10/2007,06/30/2025,Limited Liability Company,,
"ANSON AVERY CPA, PLLC",SPOKANE,WA,5779,07/26/2012,07/01/2021,Limited Liability Company,,
"PURELOGUE CPA, PLLC",RENTON,WA,6648,,,Limited Liability Company,,
"MIKE PAUL, CPA",SPRAGUE,WA,1547,01/27/1988,06/30/2024,Sole Proprietorship,,
"MICHELLE VAN DELLEN, P.S.",Seattle,WA,6658,04/29/2020,06/30/2026,P.S. Corporation,,
TEDDY ACCOUNTING AND TAX SERVICES,SEATTLE,WA,6667,05/19/2020,06/30/2023,Sole Proprietorship,,
"ZHASMINA VLASHEV, CPA P.S.",Covington,WA,5106,10/17/2007,06/30/2028,P.S. Corporation,,
"KATHRYN J. LAPPANO CPA, PLLC",Spokane,WA,5114,11/06/2007,06/30/2028,Limited Liability Company,,
"MULTOP & ASSOCIATES, LTD",BELLINGHAM,WA,5118,11/15/2007,06/30/2022,P.S. Corporation,,
"ASSURED ANALYSIS, INC.",Olympia,WA,5131,01/08/2008,06/30/2026,P.S. Corporation,,
"KATHLEEN T. SIMPSON, CPA & ASSOCIATES, PS",Port Orchard,WA,5069,05/10/2007,06/30/2028,P.S. Corporation,,
"SANDEE GIMBLETT, CPA, PLLC",Auburn,WA,5079,06/12/2007,07/09/2021,Limited Liability Company,,
"ROBIN R. SMITH, CPA",Bellevue,WA,5077,06/12/2007,06/30/2028,Sole Proprietorship,,
ERNEST JONSON & COMPANY P.S.,SEATTLE,WA,47155,02/03/2010,02/25/2021,P.S. Corporation,,
"CHRISTA OWEN, CPA",Yakima,WA,5563,03/23/2011,10/01/2021,Sole Proprietorship,,
JESSE THOMAS CPA,Richland,WA,6378,01/13/2017,06/30/2026,Sole Proprietorship,,
"JANICE LOUX, CPA",Spokane,WA,5311,08/05/2009,06/30/2024,Sole Proprietorship,,
Opsahl Dawson & Co. LLP,Vancouver,WA,54230,07/05/2023,06/30/2026,Limited Liability Partnership,,
"Dan J. Frickle, CPA, PLLC",Otis Orchards,WA,54250,07/10/2023,12/13/2023,Limited Liability Company,,
Melissa D Preston CPA P.C.,Atlanta,GA,54248,07/07/2023,06/30/2026,Professional Corporation,,
"Bilotta & Company, CPAs, LLC",Bonney Lake,WA,54241,07/06/2023,06/30/2026,Limited Liability Company,,
"ROBIN MALNERITCH P.S., INC",Enumclaw,WA,54270,07/12/2023,06/30/2026,P.S. Corporation,,
CASCADES CPA,SEATTLE,WA,6403,04/20/2017,06/30/2023,Sole Proprietorship,,
"DAN G. EVANS, P.S.",Seattle,WA,6419,04/26/2017,06/30/2026,P.S. Corporation,,
"BRUCE M. MCLEAN, CPA",Longview,WA,2389,10/18/1990,06/30/2027,Sole Proprietorship,,
"MERRI NICKERSON, CPA",Spokane Valley,WA,3240,10/13/1994,06/30/2027,Sole Proprietorship,,
"JILL MCBRIDE, CPA",Spokane,WA,3242,10/31/1994,06/30/2027,Sole Proprietorship,,
"AVERY & ASSOCIATES, CPA'S",BELLEVUE,WA,47075,07/16/2008,06/30/2023,P.S. Corporation,,
"RONALD L. HAWORTH, CPA",Bow,WA,2122,02/12/1990,05/16/2023,Sole Proprietorship,,
"Accelerate Wealth CPAs, PLLC",Seattle,WA,52446,07/11/2022,06/30/2028,Limited Liability Company,,
"Soelberg Peralta, PS",Yakima,WA,52569,08/09/2022,06/30/2028,P.S. Corporation,,
"Cavender Holleman & Donohue, PS",Seattle,WA,52666,08/23/2022,06/30/2025,Corporation,,
"TIMOTHY J. RIZZO, CPA",Chelan,WA,45328,12/05/1995,06/30/2028,Sole Proprietorship,,
HOLLY HENSON,BELLEVUE,WA,46376,11/01/2002,06/30/2020,Sole Proprietorship,,
"DAP SERVICES, INC.",Carnation,WA,6201,06/03/2015,06/30/2027,Corporation,,
Tedros Teklemichael,Seattle,WA,55334,02/05/2024,06/30/2027,Sole Proprietorship,,
"TODD A. BLOOM, PLLC",Port Orchard,WA,54247,07/07/2023,06/30/2026,Limited Liability Company,,
North Cascades CPA PLLC,Mount Vernon,WA,54037,05/23/2023,06/30/2026,Limited Liability Company,,
Dierdorff Crooks and Associates PLLC,Spokane,WA,54849,12/13/2023,06/30/2026,Limited Liability Company,,
JENNIFER HOPKINS CPA,ILWACO,WA,47059,04/07/2008,01/02/2020,Sole Proprietorship,,
PK LLP,Irvine,CA,47609,02/01/2012,06/30/2024,Limited Liability Partnership,,
"JONES & ROTH, PC",Eugene,OR,4864,10/04/2005,06/30/2026,P.S. Corporation,,
"HSA HOLDINGS, LLC",Kirkland,WA,5337,11/03/2009,06/30/2024,Limited Liability Company,,
"COULTER & JUSTUS, PC",Knoxville,TN,6093,09/09/2014,06/30/2023,Professional Corporation,,
FARBER HASS HURLEY LLP,VALENCIA,CA,6097,09/23/2014,06/30/2020,Limited Liability Partnership,,
SHARON SCHRODER,Gig Harbor,WA,47988,09/26/2014,06/30/2026,Sole Proprietorship,,
"J.C. MOORE, INC.",MEAD,WA,6107,10/31/2014,06/30/2020,Professional Corporation,,
"GREGORY NIELSEN, CPA",SEATTLE,WA,48001,11/26/2014,06/30/2020,Sole Proprietorship,,
"HAVE PENCIL, WILL TRAVEL",EVERETT,WA,6401,04/04/2017,10/06/2022,Sole Proprietorship,,
Whatcom Financial LLC,Ferndale,WA,53542,02/14/2023,06/30/2026,Limited Liability Company,,
"Rushall, Reital & Randall Accountancy Corporation",Spokane,WA,54522,08/22/2023,06/30/2026,Corporation,,
SIGMA CPA PLLC,Bellevue,WA,48209,06/10/2016,06/30/2028,Limited Liability Company,,
"KERRY THOMPSON & CO., PS",Seattle,WA,6328,06/17/2016,06/30/2028,P.S. Corporation,,
"BRANDY L. WIGEN, PLLC",Colfax,WA,48214,07/06/2016,06/30/2028,Limited Liability Company,,
THE COBALT GROUP INC,VANCOUVER,WA,48221,07/27/2016,01/21/2020,Corporation,,
AEGIS ACCOUNTING,SPOKANE,WA,48517,11/20/2019,06/30/2022,Sole Proprietorship,,
MEGAN LEE CPA CORP,Edmonds,WA,6211,07/09/2015,06/30/2027,Corporation,,
"JANE H. HREN, PS",Orondo,WA,1265,12/19/1985,06/30/2028,P.S. Corporation,,
ARCH ACCOUNTING & TAX SERVICES PLLC,Burien,WA,4863,10/04/2005,06/30/2026,Limited Liability Company,,
TJS DEEMER DANA LLP,SAVANNAH,GA,46755,09/21/2005,06/30/2020,Limited Liability Partnership,,
"C. FREEMAN, CPA, P.C.",Everett,WA,4858,09/21/2005,06/30/2026,P.S. Corporation,,
"PANGALLO & ASSOCIATES, CPA'S PS",Mercer Island,WA,4862,10/04/2005,06/30/2026,P.S. Corporation,,
DURANTE & ASSOCIATES LLC,Seattle,WA,4879,11/10/2005,06/30/2026,Limited Liability Company,,
KING & OLIASON PLLC,SEATTLE,WA,5664,08/10/2011,06/30/2026,Limited Liability Company,,
"T. WAYNE OWENS & ASSOCIATES, PC",AUGUSTA,GA,47558,08/09/2011,11/09/2020,Professional Corporation,,
"BURTON & ASSOCIATES, CPA, PC",POULSBO,WA,47560,08/10/2011,06/30/2020,Professional Corporation,,
VAZQUEZ AND COMPANY INC,Port Orchard,WA,5671,10/10/2011,06/30/2026,Corporation,,
"JONATHAN HUNSAKER, CPA",TACOMA,WA,47567,10/10/2011,06/30/2020,Sole Proprietorship,,
"Brian S. Hull, CPA PLLC",Greenacres,WA,52882,10/03/2022,06/30/2028,Professional Corporation,,
Hutchinson and Walter PLLC,Bellevue,WA,56311,08/15/2024,06/30/2027,Limited Liability Company,,
"W. Alan Jorgensen, CPA",Richland,WA,56460,09/05/2024,06/30/2027,Sole Proprietorship,,
"KEENE.CPA, PS",SEATTLE,WA,1522,11/17/1987,07/12/2021,P.S. Corporation,,
"DONALD P. SCHUESSLER CPA, LLC",Bremerton,WA,47402,10/18/2010,01/26/2022,Limited Liability Company,,
"BECKER ACCOUNTING SOLUTIONS, LLC",Camas,WA,5508,10/19/2010,06/30/2028,Limited Liability Company,,
"Lori Maust, CPA",Renton,WA,53691,03/10/2023,06/30/2026,Sole Proprietorship,,
"ASTRID AROLA & ASSOCIATES, INC.",Lakewood,WA,5269,03/31/2009,06/30/2027,P.S. Corporation,,
PNW CPA,Seattle,WA,48505,07/23/2019,06/30/2028,Limited Liability Company,,
MANJARREZ & DELEON PS,Yakima,WA,6423,05/09/2017,06/30/2026,P.S. Corporation,,
"NORMANDEAU, CPA",Spokane,WA,1196,04/30/1985,06/30/2025,Sole Proprietorship,,
"Ritz Tax & Accounting, Inc.",Bellevue,WA,51712,02/11/2022,06/30/2025,Corporation,,
"SHARON L. FREECHTLE, CPA",SAMMAMISH,WA,3017,07/22/1993,05/02/2022,Sole Proprietorship,,
"OHAB AND COMPANY, PA",Maitland,FL,6176,04/15/2015,06/30/2027,Corporation,,
Sharon Hanek CPA,Bonney Lake,WA,51723,02/14/2022,06/30/2025,Sole Proprietorship,,
RJI Ramirez Jimenez International CPA's,Irvine,CA,54844,11/16/2023,06/30/2026,Corporation,,
"Jeremy M. Kuhlmann, P.S.",Seattle,WA,53912,04/27/2023,06/30/2026,P.S. Corporation,,
"JANELLA SWANSON, CPA",Seattle,WA,5712,01/24/2012,06/30/2027,Sole Proprietorship,,
S SNYDER CPA PLLC,Spokane,WA,48216,07/13/2016,06/30/2028,Limited Liability Company,,
"ERIN C. BECHTOLD, CPA, LLC",Vashon,WA,6334,07/15/2016,06/30/2022,Limited Liability Company,,
PLUMB & ASSOCIATES LLC,Spokane,WA,6335,07/25/2016,06/30/2028,Limited Liability Company,,
"E.L.F. ENTERPRISES, INC., P.S.",Federal Way,WA,5409,03/24/2010,06/30/2028,P.S. Corporation,,
"IMAINO & ASSOCIATES, INC., P.S.",FEDERAL WAY,WA,5413,03/24/2010,06/30/2022,P.S. Corporation,,
"KGB CONSULTING, INC., P.S.",Federal Way,WA,5410,03/24/2010,06/30/2028,P.S. Corporation,,
"MARKOVICH & ASSOCIATES, INC., P.S.",Federal Way,WA,5411,03/24/2010,06/30/2028,P.S. Corporation,,
"GAIL TOEBE, CPA",Renton,WA,2188,03/27/1990,06/30/2027,Sole Proprietorship,,
COHNREZNICK LLP,Parsippany,NJ,47309,03/24/2010,06/30/2025,Partnership,,
"JD MARTIN, CPA",Chehalis,WA,6502,02/13/2018,06/30/2027,Sole Proprietorship,,
Geels Norton LLC,Durham,NC,50685,08/11/2021,06/30/2027,Limited Liability Company,,
SMITH HARRISON LLP,SANDY,OR,47621,03/01/2012,01/08/2021,Limited Liability Company,,
"PATRICK J. HALLIGAN, CPA, PS",Olympia,WA,6159,02/19/2015,06/30/2027,P.S. Corporation,,
UNIVERSITY ASSOCIATES,Seattle,WA,3802,10/16/1997,06/30/2028,P.S. Corporation,,
MASSIE & COMPANY PLLC,Battle Ground,WA,5949,12/06/2013,06/30/2028,Limited Liability Company,,
"ADVOCATE ACCOUNTING, LLC",Seattle,WA,5947,12/06/2013,06/30/2025,Limited Liability Company,,
"OLYMPIC TAX AND BUSINESS CONSULTING, LLC",BELFAIR,WA,47834,12/05/2013,06/30/2022,Limited Liability Company,,
"MUSTAFA PATWA, CPA",Shoreline,WA,5950,12/09/2013,06/30/2025,Sole Proprietorship,,
"Frost & Company, PLLC",Lacey,WA,50447,07/09/2021,06/30/2024,Limited Liability Company,,
LINDLEY & ASSOCIATES LLC,Bellevue,WA,50506,07/15/2021,06/30/2027,Limited Liability Company,,
"Deming & Associates, PS",Redmond,WA,50445,07/08/2021,06/30/2027,P.S. Corporation,,
"DAVID E RENGGLI CPA, PS",Spokane,WA,6214,07/24/2015,07/01/2021,P.S. Corporation,,
MCGAUGHEY & ASSOCIATES,Black Diamond,WA,48592,02/05/2021,06/30/2027,P.S. Corporation,,
MOORER & STARK PLLC,YAKIMA,WA,48593,02/10/2021,06/30/2024,Limited Liability Company,,
CARMEL MINOGUE CPA & ASSOCIATES,Pullman,WA,48595,03/16/2021,06/30/2027,Corporation,,
"TARA DUNFORD, CPA",Roy,WA,6293,03/23/2016,06/30/2025,Sole Proprietorship,,
CHLOE A MILLER INC PS,Lynnwood,WA,6446,08/16/2017,06/30/2026,Corporation,,
"KRAGHT SNELL, PS",Renton,WA,3509,05/01/1996,06/30/2027,P.S. Corporation,,
"LAI YEE LEE, CPA",Sumner,WA,528,03/23/1984,06/30/2027,Sole Proprietorship,,
THE SH GROUP PS,Lacey,WA,536,03/27/1984,06/30/2024,P.S. Corporation,,
"JEFFREY C. ADAMS, CPA",VANCOUVER,WA,5291,05/29/2009,07/01/2021,Sole Proprietorship,,
"FBCPA GROUP PS, INC.",Auburn,WA,3439,01/10/1996,06/30/2027,P.S. Corporation,,
DME CPA GROUP PC,Edmonds,WA,2771,10/18/1984,06/30/2027,P.S. Corporation,,
"GARY A. STEELE, P.S., C.P.A.",WENATCHEE,WA,44905,03/21/1991,02/08/2022,P.S. Corporation,,
LINDLEY AND ASSOCIATES LLC,Bellevue,WA,46121,08/29/2000,07/01/2021,Limited Liability Company,,
HARRIS ACCOUNTING ASSOCIATES PLLC,LAKE FOREST PARK,WA,6284,02/03/2016,06/30/2025,Limited Liability Company,,
"SCOTT T. NELSON, CPA",PUYALLUP,WA,48329,08/07/2017,06/30/2020,Sole Proprietorship,,
"W&K CPA, LLP",BELLEVUE,WA,6520,05/01/2018,07/01/2021,Limited Liability Partnership,,
NSK CPA & COMPANY,FEDERAL WAY,WA,5516,11/05/2010,06/30/2022,Corporation,,
IN BALANCE CPA GROUP PLLC,Pasco,WA,54846,11/29/2023,06/30/2026,Limited Liability Company,,
M4 CPA LLC,Spokane,WA,55117,01/10/2024,06/30/2027,Limited Liability Company,,
Swank CPA,Camas,WA,55567,03/18/2024,06/30/2027,Limited Liability Company,,
NORTH KITSAP ACCOUNTING,KINGSTON,WA,6514,04/10/2018,06/30/2027,Sole Proprietorship,,
"SCOTT M. BESSIRE, CPA",OKANOGAN,WA,348,02/29/1984,06/30/2027,Sole Proprietorship,,
JU & ASSOCIATES,Edmonds,WA,5090,08/15/2007,06/30/2028,Limited Liability Company,,
RAISL & COMPANY PS,Tacoma,WA,5715,01/31/2012,06/30/2027,P.S. Corporation,,
HAUSER JONES & SAS,Bellevue,WA,6282,02/02/2016,06/30/2025,Limited Liability Company,,
ARROYO LLC,Rock Island,WA,6285,02/16/2016,06/30/2025,Limited Liability Company,,
JON STROMBERG & CO PS,BELLINGHAM,WA,48179,03/23/2016,11/25/2020,P.S. Corporation,,
"COMER, NOWLING AND ASSOCIATES, P.C.",Indianapolis,IN,6288,03/01/2016,06/30/2028,Professional Corporation,,
"JONATHAN CUSHMAN, CPA LLC",South Berwick,ME,6290,03/03/2016,06/30/2025,Limited Liability Company,,
"MOODY, MICKELSEN, ROWLEY & ADMASON, P.S.",Kennewick,WA,1213,06/20/1985,06/30/2025,P.S. Corporation,,
"REBECCA R. BRAUN, CPA, PS",Bothell,WA,3426,01/03/1996,06/30/2027,P.S. Corporation,,
"LEE MARTIN, CPA",GRANDVIEW,WA,2265,05/01/1990,07/01/2021,Sole Proprietorship,,
ON THE POINT TAX,POINT ROBERTS,WA,6500,02/12/2018,07/01/2021,Sole Proprietorship,,
"BURT TAX & ACCOUNTING, INC",KENNEWICK,WA,6272,01/08/2016,06/30/2022,Corporation,,
Buller Accounting,Vashon,WA,50417,06/24/2021,06/30/2024,Limited Liability Company,,
Shamballa Centre LLC,Anacortes,WA,50414,06/23/2021,06/30/2027,Limited Liability Company,,
Vankat Accounting Services,Tacoma,WA,50448,07/09/2021,06/30/2027,Sole Proprietorship,,
Sutter Kunkle & Thompson PS,Moses Lake,WA,50457,07/12/2021,06/30/2027,P.S. Corporation,,
"ROBERT C. FINNEY, CPA",TYLER,TX,6508,03/06/2018,07/01/2021,Sole Proprietorship,,
"JOSLYN P. POCOCK, CPA",LAS VEGAS,NV,48100,07/24/2015,06/30/2024,Sole Proprietorship,,
"CAROL E. JENSEN, CPA, PLLC",Seattle,WA,4100,09/16/1999,06/30/2025,Limited Liability Company,,
COLLINSWORTH & LANNOM,Cinebar,WA,4101,09/29/1999,06/30/2028,Partnership,,
"HARRISON, BERKMAN CLAYPOOL & GUARD",Seattle,WA,4112,11/02/1999,06/30/2028,Limited Liability Company,,
"WERNER, O'MEARA & CO PLLC",Lynnwood,WA,4106,11/03/1999,06/30/2025,Limited Liability Company,,
"RUTH E. CALLARD, CPA",Seattle,WA,3555,09/26/1996,06/30/2024,Sole Proprietorship,,
"MICHAEL L. MARKERT, CPA",Kirkland,WA,3103,01/21/1994,06/30/2027,Sole Proprietorship,,
DANI ESPINDA INC PS,Federal Way,WA,6338,08/08/2016,06/30/2028,Corporation,,
"OSPREY ACCOUNTING SERVICES, INC.",Gig Harbor,WA,6444,07/25/2017,06/30/2026,Corporation,,
MCCARTHY CPA & COMPANY PLLC,Arlington,WA,6443,07/25/2017,06/30/2026,Limited Liability Company,,
TRAIL CPA CORPORATION,Kirkland,WA,6600,04/08/2019,06/30/2028,Corporation,,
"Safstrom CPAs & Advisors, PLLC",Bellingham,WA,54787,10/23/2023,06/30/2026,Limited Liability Company,,
"BDO USA, P.C.",Seattle,WA,54836,11/03/2023,06/30/2026,Professional Corporation,,
Hersman Serles Proudlove LLC,Kirkland,WA,54698,09/28/2023,06/30/2026,Limited Liability Company,,
Madrona Financial & CPAs,Everett,WA,54745,10/09/2023,06/30/2026,Partnership,,
Y. SATO & CO.,Olympia,WA,45576,04/07/1997,06/30/2025,P.S. Corporation,,
"PAUL ARAND, CPA",Langley,WA,3299,02/08/1995,06/30/2028,Sole Proprietorship,,
"JO ANN KELLY, CPA",North Bend,WA,3081,12/20/1993,06/30/2024,Sole Proprietorship,,
FALCO SULT & COMPANY P.S.,Redmond,WA,4501,01/21/2003,06/30/2027,P.S. Corporation,,
CHRISTIANSON PLLP,Willmar,MN,5688,11/30/2011,06/30/2026,Partnership,,
A. HARDER CPA,Kalama,WA,50167,04/30/2021,06/30/2027,Sole Proprietorship,,
"ABBY SANDERS, CPA",YAKIMA,WA,48334,08/28/2017,06/30/2020,Sole Proprietorship,,
CHRISTENSEN KING PC,Richland,WA,3504,04/26/1996,06/30/2027,P.S. Corporation,,
"TODD W. RESCH, CPA, PS",BUCKLEY,WA,4545,05/19/2003,06/30/2027,P.S. Corporation,,
"DOUGLAS J. THORN, P.S.",SEATTLE,WA,5617,07/18/2011,06/30/2023,Corporation,,
"SCOTT A. URQUHART, CPA PS",Seattle,WA,47546,07/18/2011,06/30/2026,Corporation,,
"CYBERGUARD COMPLIANCE, LLP",Las Vegas,NV,47663,07/13/2012,06/30/2027,Limited Liability Partnership,,
CHING T LOK CPA,Bellevue,WA,5774,07/18/2012,06/30/2027,Sole Proprietorship,,
"CHO & ASSOCIATES, CPA PLLC",Bellevue,WA,47673,08/16/2012,06/30/2027,Limited Liability Company,,
"CHAE KIM, CPA, PS",TACOMA,WA,5776,07/24/2012,07/01/2021,P.S. Corporation,,
MARK S. TARA CPA,Manchester,NH,6174,04/15/2015,06/30/2027,Sole Proprietorship,,
"MARK WIESE, CPA, LLC",TUALATIN,OR,5747,05/02/2012,06/30/2024,Limited Liability Company,,
"LISA E. HOGLAN, CPA PS",SEATTLE,WA,5629,07/18/2011,10/01/2021,P.S. Corporation,,
RANDY JOSEPH CONSULTING,SEATTLE,WA,5753,05/11/2012,04/29/2021,Sole Proprietorship,,
SKIBBIE CPA INC.,Tullahoma,TN,6171,04/02/2015,06/30/2027,Corporation,,
JANICE K. BERG,Redmond,WA,3732,07/07/1997,01/13/2022,Sole Proprietorship,,
"JOCELYN MUHL, CPA, LLC",SEATTLE,WA,6366,12/20/2016,06/30/2025,Limited Liability Company,,
